budget,urgency,views,saves,bedrooms,preapproved,open_house,agent_response_hours,converted
5000000,58,40,12,6,0,0,48,1
300000,47,8,4,6,1,0,23,0
500000,28,21,7,5,1,1,55,1
5000000,62,33,19,2,1,1,72,0
750000,73,43,13,5,0,0,50,1
500000,16,45,0,1,1,0,35,1
2000000,60,15,4,6,1,1,71,0
500000,2,38,5,1,0,0,5,1
200000,42,3,14,2,1,1,54,0
300000,25,31,8,1,0,0,43,1
300000,43,9,9,3,1,1,48,0
1000000,64,23,10,2,0,1,29,1
300000,14,48,10,2,0,0,58,0
2000000,82,47,14,1,0,1,21,0
5000000,46,20,3,1,1,0,56,1
100000,89,34,7,1,0,1,41,0
300000,68,21,0,5,1,1,51,0
2000000,60,6,14,5,1,0,15,1
100000,56,28,11,4,1,1,0,0
1000000,67,6,4,6,1,0,7,1
200000,71,21,5,5,1,0,59,1
2000000,1,27,19,2,0,1,39,1
200000,8,4,2,2,1,0,3,0
1000000,80,47,15,2,1,0,46,1
2000000,68,6,14,6,0,0,26,0
5000000,12,7,8,6,1,1,66,1
200000,47,27,1,1,1,1,40,0
100000,24,24,19,3,1,1,66,1
100000,32,46,20,3,1,0,14,0
2000000,31,44,17,6,1,1,9,1
2000000,2,3,10,3,1,1,57,0
300000,30,13,10,2,1,0,47,1
100000,30,22,9,6,1,0,6,0
200000,89,4,10,3,0,0,66,0
300000,23,18,12,2,0,1,17,0
500000,21,24,4,4,0,1,17,1
2000000,45,6,9,4,0,0,51,0
2000000,88,29,1,4,0,0,65,0
5000000,1,13,9,3,1,0,6,1
500000,7,11,13,3,0,0,17,1
2000000,57,20,13,1,0,1,17,0
500000,49,8,15,1,0,0,28,0
1000000,18,49,20,4,0,1,19,0
1000000,16,46,14,2,0,0,37,0
5000000,78,14,13,3,1,0,66,1
300000,69,35,15,6,0,1,70,0
500000,77,27,5,6,1,1,21,1
5000000,75,9,18,3,0,1,19,0
100000,15,27,0,6,1,1,3,1
100000,26,31,8,3,1,1,34,0
2000000,87,8,14,1,0,0,11,0
5000000,16,3,12,2,0,1,8,0
750000,85,35,19,4,1,1,42,0
1000000,87,44,14,6,1,0,46,1
200000,14,50,18,1,1,1,1,1
1000000,40,0,1,4,0,0,5,0
750000,37,33,15,4,0,1,18,1
300000,42,47,15,6,0,0,49,0
2000000,19,14,16,4,1,1,48,0
200000,32,30,15,2,0,0,30,0
2000000,40,13,7,2,1,0,11,1
1000000,84,7,16,3,1,0,67,0
500000,57,13,7,6,0,1,10,1
300000,28,15,18,6,0,1,0,0
200000,78,12,15,4,0,0,16,0
2000000,36,29,1,2,0,0,17,0
2000000,16,45,12,2,0,0,64,0
1000000,19,29,10,3,1,0,44,1
2000000,81,1,10,4,1,1,28,1
5000000,70,9,6,6,1,0,60,1
100000,67,0,19,6,0,1,69,0
2000000,43,1,11,2,1,0,5,0
1000000,59,22,10,2,1,1,6,1
750000,28,7,2,4,0,1,48,0
2000000,59,11,5,2,0,0,23,0
1000000,15,34,12,2,0,1,13,1
1000000,31,9,4,2,1,0,70,1
500000,78,25,18,3,0,1,54,1
5000000,70,23,4,4,1,0,28,1
2000000,44,43,15,2,1,1,10,1
5000000,8,23,15,2,0,0,0,0
500000,51,6,8,3,0,0,44,0
5000000,59,4,12,1,1,1,18,1
5000000,28,4,17,2,1,0,67,0
5000000,87,49,11,4,0,1,24,1
300000,40,22,10,3,0,1,25,0
100000,26,48,14,3,1,1,44,1
5000000,60,31,20,2,1,1,1,0
500000,42,16,15,2,0,1,4,1
300000,68,48,8,4,1,0,0,1
100000,13,50,10,4,1,1,42,1
200000,47,42,0,4,1,1,68,0
500000,81,23,6,4,0,0,53,1
5000000,28,21,15,5,1,1,12,1
100000,83,45,20,4,0,1,33,0
100000,81,16,15,1,0,1,46,0
100000,78,6,11,4,0,0,69,0
200000,2,33,9,2,0,0,34,1
500000,39,45,4,2,0,1,32,1
500000,53,41,8,2,1,0,8,0
2000000,90,34,2,6,0,0,43,0
750000,83,47,13,6,0,1,61,0
1000000,53,9,13,1,0,1,27,0
100000,9,7,9,3,1,1,72,1
1000000,12,18,3,3,1,1,1,0
1000000,59,3,16,2,1,1,27,1
500000,82,0,5,4,1,0,4,1
100000,86,37,1,4,0,1,69,0
2000000,16,35,1,3,0,1,7,0
300000,38,32,6,6,1,1,33,1
5000000,51,27,20,1,0,0,53,0
750000,20,41,0,2,1,1,7,1
500000,49,32,4,2,0,0,30,0
5000000,86,49,11,1,0,0,9,0
300000,87,23,13,1,0,1,7,0
300000,28,10,2,1,0,0,13,0
300000,56,4,7,5,1,0,42,0
1000000,9,43,7,6,0,0,5,1
300000,30,21,10,1,1,1,20,1
100000,49,49,14,3,0,1,62,0
1000000,33,28,6,3,0,1,70,1
200000,80,22,2,6,0,1,58,0
300000,84,8,3,2,1,1,31,0
300000,27,14,7,1,1,0,37,1
300000,85,23,2,6,0,1,47,0
500000,56,14,16,5,1,1,66,1
5000000,47,13,13,5,0,0,32,1
200000,62,3,12,1,0,1,72,0
300000,48,46,18,6,0,1,39,0
200000,35,9,7,1,0,0,25,0
5000000,88,39,7,5,1,1,61,0
500000,53,28,5,5,0,1,13,1
750000,87,3,18,5,1,0,55,1
1000000,11,38,2,6,0,0,63,0
5000000,42,18,5,1,1,0,57,0
300000,81,10,0,2,1,0,22,0
750000,70,25,6,2,1,0,0,1
2000000,58,34,7,3,1,0,57,0
1000000,27,50,14,6,0,1,3,1
200000,9,47,2,1,1,1,3,1
2000000,13,45,17,5,0,1,54,0
100000,16,37,4,6,0,1,35,1
2000000,20,32,9,6,0,0,52,1
2000000,7,27,12,6,0,0,32,1
200000,57,18,1,4,0,0,20,0
100000,85,13,13,6,1,0,48,1
300000,74,12,0,6,1,1,38,0
300000,71,36,9,6,1,0,42,1
1000000,58,22,11,4,0,0,27,1
2000000,71,25,10,4,0,0,61,1
750000,23,40,0,1,1,1,41,0
500000,72,32,18,1,1,0,8,1
2000000,87,3,0,1,1,0,30,0
5000000,28,49,9,5,1,1,61,1
100000,52,15,12,4,0,1,54,0
100000,17,44,14,4,0,0,61,1
2000000,46,35,4,2,1,0,44,1
2000000,47,10,1,3,0,1,1,0
750000,37,15,6,1,1,1,29,1
300000,83,15,5,2,1,0,3,0
750000,63,10,14,3,1,1,56,1
750000,0,16,11,4,1,1,65,0
300000,61,24,7,6,1,1,70,1
100000,75,2,9,4,1,0,35,0
750000,8,33,17,6,1,0,44,1
200000,60,43,3,1,0,1,6,0
300000,28,3,0,6,1,1,60,0
1000000,67,23,20,3,0,0,47,1
750000,3,36,10,4,1,0,53,0
1000000,49,38,1,3,1,1,46,0
2000000,54,46,16,6,1,1,71,1
500000,38,39,9,6,1,1,61,1
500000,33,7,4,6,1,1,59,1
500000,35,7,17,1,0,0,29,0
500000,12,20,10,2,1,1,23,1
500000,26,38,18,4,0,1,22,0
100000,67,33,11,6,0,0,6,0
200000,43,0,18,2,1,1,58,0
2000000,62,30,11,1,1,1,29,1
500000,23,6,4,5,1,0,33,0
500000,13,12,9,6,0,0,50,1
300000,62,12,20,2,0,0,28,0
300000,73,43,5,3,1,0,41,1
2000000,16,48,10,2,1,0,69,1
100000,67,0,14,2,0,0,3,0
300000,5,5,16,1,1,1,8,0
500000,11,37,2,2,0,0,18,1
500000,74,36,3,5,0,1,8,0
200000,32,3,15,6,1,0,36,0
750000,2,18,6,4,1,1,50,1
200000,47,23,1,4,1,1,14,0
200000,4,48,1,2,1,1,71,0
2000000,10,13,19,3,1,1,65,1
100000,72,16,18,5,0,1,52,0
5000000,0,36,13,3,1,0,36,1
300000,32,41,19,6,0,1,21,0
300000,30,9,16,2,1,1,53,1
2000000,50,44,4,5,1,0,42,0
200000,82,24,1,3,1,1,48,0
2000000,1,48,19,3,1,1,55,0
1000000,90,48,9,4,1,0,47,1
200000,3,12,20,6,1,1,13,1
2000000,83,16,3,6,0,0,15,1
1000000,40,16,8,4,1,1,39,1
200000,57,37,4,1,0,1,59,0
500000,74,1,4,5,0,1,55,0
5000000,25,36,8,4,1,1,27,0
1000000,35,45,1,5,0,0,47,0
100000,85,44,19,4,1,1,68,1
200000,9,0,17,2,0,0,16,0
300000,64,20,3,1,0,1,22,0
750000,46,11,13,1,1,1,57,1
1000000,16,42,12,2,0,0,41,1
1000000,52,33,10,1,1,1,21,1
100000,18,17,1,3,1,0,31,1
5000000,21,25,20,4,0,0,24,0
2000000,81,39,4,6,0,0,21,1
500000,7,29,8,4,1,1,30,1
100000,49,9,15,3,1,0,35,0
500000,62,49,17,5,0,0,55,0
500000,44,7,13,2,0,1,8,0
100000,46,27,10,6,1,0,22,0
1000000,20,15,18,2,1,1,62,1
100000,68,48,14,4,1,1,16,0
200000,11,41,2,1,0,1,24,0
100000,66,30,5,5,1,1,67,1
5000000,5,42,18,4,0,0,55,1
750000,29,46,15,6,0,1,28,0
500000,68,9,9,3,0,1,13,0
750000,12,5,14,3,1,0,23,0
500000,23,1,16,3,0,1,24,0
1000000,47,49,2,1,0,1,14,0
2000000,60,30,11,3,1,0,66,1
100000,65,30,4,1,1,0,17,1
300000,81,11,20,6,0,1,34,0
500000,38,19,5,5,0,0,30,1
100000,82,22,17,5,0,1,1,0
1000000,82,26,10,6,1,0,43,1
1000000,4,26,10,1,1,0,70,1
300000,81,28,20,6,1,0,66,0
750000,23,13,1,4,1,0,21,1
1000000,22,47,0,3,1,0,28,0
750000,86,7,14,6,0,1,32,0
200000,54,5,14,6,1,0,59,0
2000000,24,0,15,1,0,1,28,0
750000,56,20,6,5,0,1,34,0
100000,61,7,5,4,0,1,15,0
750000,36,11,10,3,0,1,1,1
2000000,47,23,12,2,1,0,15,0
200000,1,50,5,3,0,0,34,1
2000000,20,42,8,6,0,1,69,1
100000,82,49,17,6,1,1,17,1
500000,18,25,13,3,0,0,31,1
1000000,85,28,10,6,1,0,35,1
750000,77,22,10,4,1,1,56,0
2000000,80,8,14,2,1,0,14,1
750000,80,18,7,1,1,0,51,1
500000,7,19,16,6,1,1,9,0
200000,43,28,17,6,1,0,0,1
100000,50,16,19,2,1,0,62,1
5000000,66,46,14,3,1,0,20,1
100000,58,43,15,3,0,1,64,0
5000000,21,45,10,1,1,1,5,1
2000000,18,48,3,6,1,0,1,1
1000000,18,11,2,4,0,1,40,1
1000000,33,25,16,1,1,0,29,1
2000000,90,6,17,3,0,0,34,0
1000000,59,36,15,4,0,0,16,1
5000000,65,7,19,2,0,1,53,0
300000,60,1,5,5,1,1,51,0
500000,81,10,8,6,0,1,49,1
100000,12,35,14,6,0,1,45,0
2000000,38,25,11,6,0,0,16,1
300000,2,30,10,3,0,1,47,1
200000,66,45,5,6,0,0,36,0
5000000,90,10,15,5,0,1,53,1
200000,51,35,2,6,0,0,46,0
1000000,27,23,8,1,0,1,59,1
750000,9,35,0,5,0,1,20,1
1000000,15,47,12,4,0,0,44,0
300000,40,20,7,5,0,1,28,0
200000,89,43,7,4,0,0,40,0
100000,47,39,20,3,1,1,48,1
300000,8,1,8,5,0,1,33,0
300000,56,20,9,2,0,1,30,0
500000,75,46,9,6,1,0,32,0
1000000,40,13,7,5,0,1,39,1
200000,4,35,5,2,1,0,48,1
1000000,65,12,15,4,0,0,67,1
2000000,1,15,19,1,0,0,21,1
300000,63,44,3,2,1,1,65,1
200000,63,33,20,1,0,0,66,0
300000,41,29,18,5,0,0,43,0
100000,21,46,0,5,0,1,46,0
1000000,9,11,2,2,1,1,35,0
500000,76,26,3,6,0,0,16,1
2000000,62,24,11,3,1,0,46,1
200000,33,48,10,2,1,0,65,1
200000,6,48,12,6,0,1,34,1
2000000,72,44,11,3,0,1,58,0
2000000,50,11,9,6,0,0,11,1
200000,18,21,17,4,1,1,39,1
750000,41,50,9,1,1,0,37,0
500000,54,47,0,1,0,1,2,0
500000,19,21,13,1,1,0,54,1
1000000,84,48,6,4,0,0,6,0
750000,48,9,17,3,1,0,6,0
5000000,84,14,0,3,0,1,67,0
1000000,1,14,20,2,0,1,27,0
500000,16,36,11,6,1,1,14,0
750000,17,18,8,6,1,1,34,1
750000,79,45,19,5,1,1,56,1
2000000,15,32,9,3,1,0,48,1
750000,44,2,8,2,1,1,29,1
500000,9,16,3,2,1,1,16,1
200000,87,36,18,6,0,1,54,0
2000000,20,20,19,1,0,0,56,1
2000000,49,40,6,1,0,0,11,1
200000,82,49,5,1,0,0,60,0
200000,44,47,11,5,1,1,60,1
500000,47,40,20,2,1,1,59,1
1000000,81,13,2,3,1,1,9,1
750000,9,24,0,6,0,0,65,1
100000,86,30,1,5,1,1,32,0
300000,18,34,15,2,0,1,1,1
750000,26,0,7,5,1,0,40,1
100000,42,4,17,6,1,0,57,0
2000000,22,48,10,3,1,0,20,0
5000000,90,30,6,1,0,1,68,1
750000,77,10,6,6,0,1,56,1
750000,24,40,8,3,0,0,7,1
300000,88,1,20,1,1,1,68,0
500000,62,47,0,5,1,1,11,1
2000000,87,24,16,2,1,0,15,1
1000000,27,23,2,1,1,0,45,1
750000,83,26,20,5,0,1,59,0
300000,75,46,0,1,0,0,1,0
5000000,49,45,19,5,0,0,58,0
200000,57,48,6,1,1,1,8,1
100000,77,31,11,4,1,1,3,1
300000,62,49,0,4,1,1,4,0
2000000,75,20,15,3,1,0,15,1
100000,37,11,11,2,0,0,46,0
300000,11,37,15,3,1,0,55,1
2000000,1,13,0,4,0,0,10,1
100000,34,10,11,5,0,0,8,0
2000000,38,20,12,3,0,1,32,1
750000,39,30,20,4,1,0,23,0
300000,7,41,13,6,0,0,10,1
500000,3,15,3,4,0,1,28,0
300000,81,25,11,2,0,1,49,0
500000,35,11,7,2,1,0,68,0
2000000,47,47,19,5,1,1,49,1
750000,83,35,0,1,0,0,11,0
5000000,74,15,3,1,0,0,44,1
100000,82,39,6,4,0,1,5,0
750000,66,26,10,4,1,0,5,0
200000,74,24,8,6,1,1,32,0
5000000,67,29,0,6,0,1,23,0
2000000,9,45,4,6,0,1,63,1
2000000,20,3,13,5,0,0,33,1
100000,65,49,4,1,1,0,31,1
300000,66,27,0,6,0,0,68,0
200000,19,36,2,3,1,0,18,1
750000,53,8,13,1,0,1,25,0
200000,12,0,14,2,1,1,64,0
300000,85,30,19,1,0,0,36,0
750000,7,2,11,6,1,0,46,1
100000,30,47,1,5,0,1,72,0
300000,86,28,0,6,0,1,46,0
500000,84,49,19,6,0,0,12,0
200000,14,22,15,6,1,1,4,1
2000000,45,5,20,5,0,1,65,0
2000000,85,37,1,3,1,0,46,0
200000,42,18,3,4,1,0,30,0
750000,15,37,4,1,0,0,22,0
2000000,83,11,7,6,1,0,69,1
1000000,18,41,16,5,0,0,59,1
1000000,8,32,2,4,1,0,20,1
300000,31,4,1,5,1,1,50,0
300000,18,3,8,4,0,1,17,0
200000,3,27,9,2,0,0,39,1
5000000,23,2,0,2,0,1,70,0
2000000,36,30,5,6,0,1,13,1
5000000,89,43,6,3,0,1,62,1
2000000,89,31,7,6,0,0,49,0
500000,49,49,8,1,1,1,10,1
5000000,47,30,10,2,0,0,58,0
100000,44,20,20,3,1,1,51,1
500000,22,12,10,3,1,0,18,1
2000000,66,6,12,5,0,0,59,0
2000000,87,47,0,3,0,1,5,0
100000,87,9,8,3,1,1,5,0
1000000,77,8,6,6,1,1,42,0
300000,81,41,15,2,1,0,53,0
500000,19,18,14,4,0,1,6,1
300000,22,22,15,3,1,1,58,1
2000000,58,12,18,6,0,1,12,1
1000000,8,7,10,1,0,1,7,1
100000,37,48,7,1,0,1,55,0
300000,55,29,5,2,0,1,49,0
300000,49,1,11,4,1,1,1,0
2000000,40,3,3,4,1,0,66,1
500000,75,35,4,4,0,0,26,1
1000000,24,0,10,2,1,0,49,1
1000000,48,24,6,5,1,0,67,1
300000,10,13,15,5,0,1,46,1
500000,50,35,8,4,1,0,20,1
200000,61,6,19,4,0,1,62,0
200000,23,41,15,5,1,0,29,1
1000000,38,44,4,4,1,0,54,1
500000,42,48,8,4,1,0,18,1
5000000,15,24,18,5,0,0,67,1
300000,53,36,11,1,1,1,69,1
200000,65,4,15,1,0,0,41,0
5000000,12,22,15,6,0,0,39,1
5000000,57,29,5,1,0,1,0,1
2000000,67,0,6,1,0,1,16,0
500000,41,38,5,3,1,1,49,0
200000,29,44,4,1,1,1,22,1
1000000,83,43,5,1,0,0,3,0
200000,17,13,6,3,1,1,65,1
300000,60,22,13,3,1,0,52,1
300000,61,30,17,2,1,0,56,1
1000000,68,19,15,5,0,0,72,1
100000,14,17,9,5,1,0,57,1
100000,62,1,11,6,0,0,46,0
200000,41,16,13,6,1,1,66,1
5000000,11,4,11,6,1,0,21,0
200000,27,3,10,5,0,1,12,0
100000,31,5,5,2,0,1,0,0
5000000,51,8,16,1,1,0,72,1
100000,21,2,7,6,0,1,56,0
100000,89,23,6,1,0,1,9,0
2000000,40,10,4,4,1,0,24,0
5000000,90,8,4,1,0,0,22,0
2000000,79,42,10,1,1,0,12,0
100000,65,6,0,1,1,1,33,0
100000,20,28,6,2,1,1,12,0
750000,90,50,17,5,1,1,65,1
300000,47,39,15,4,1,0,8,0
300000,50,11,17,4,1,1,44,0
500000,55,23,0,6,1,1,69,0
200000,85,16,7,2,0,1,6,0
5000000,54,31,20,3,1,0,50,1
2000000,85,32,5,1,1,1,40,1
300000,37,35,6,5,0,1,18,0
2000000,59,11,5,1,0,1,7,1
2000000,41,19,4,6,0,1,15,1
1000000,45,23,20,6,0,0,46,1
1000000,34,34,20,2,0,0,37,1
300000,87,26,5,1,0,0,24,0
5000000,21,15,18,1,1,0,50,0
500000,1,11,20,4,0,0,44,1
750000,14,35,17,1,0,0,46,1
750000,22,42,16,6,0,0,66,0
300000,54,49,7,3,0,0,6,0
200000,19,17,18,6,0,1,39,0
2000000,87,24,5,1,1,1,72,0
200000,8,43,11,4,0,0,18,0
300000,33,23,0,6,0,0,71,0
500000,58,5,13,2,1,0,53,1
5000000,41,47,15,6,1,0,44,0
5000000,45,4,10,2,0,1,71,0
5000000,86,20,4,3,0,0,41,1
300000,57,39,9,1,0,1,2,0
1000000,35,21,1,6,0,1,43,0
100000,41,50,8,5,1,0,24,1
2000000,63,44,19,3,1,0,62,1
1000000,39,32,15,1,0,1,12,1
5000000,38,17,13,2,1,1,35,0
500000,22,45,2,2,1,0,63,1
1000000,21,1,3,4,0,1,24,1
1000000,78,46,18,2,0,0,18,0
750000,11,16,0,1,1,1,67,0
100000,50,13,11,1,1,0,41,1
100000,54,28,13,3,1,1,55,1
750000,5,14,0,6,0,1,9,0
1000000,81,27,19,6,0,0,30,1
200000,2,27,13,4,1,1,42,1
1000000,77,39,8,1,0,0,47,1
1000000,33,13,18,1,1,1,54,1
100000,83,48,4,5,0,1,50,0
300000,46,13,19,6,1,0,40,1
200000,17,5,13,6,0,0,30,0
200000,16,2,19,4,1,0,46,0
2000000,11,16,6,3,0,1,25,1
500000,87,43,1,4,0,1,49,0
750000,52,31,19,1,0,1,58,1
100000,79,17,3,4,0,0,35,0
100000,42,33,20,1,1,1,15,0
2000000,35,12,18,4,1,0,51,0
200000,57,22,4,5,0,1,63,0
500000,18,36,9,2,1,0,9,1
750000,66,40,2,6,0,1,26,0
200000,21,35,3,3,1,1,49,0
300000,43,44,7,1,1,0,34,1
1000000,39,17,6,3,1,1,60,1
100000,3,34,17,6,1,0,65,1
500000,36,11,4,3,0,0,68,1
5000000,2,36,5,1,0,0,61,0
500000,76,40,4,1,1,1,40,1
500000,26,39,19,6,0,0,5,1
500000,17,8,8,4,1,0,36,0
750000,62,13,20,4,1,0,64,0
5000000,51,32,5,3,1,1,20,1
750000,0,42,6,1,0,0,23,1
100000,12,38,7,2,0,0,41,1
200000,22,0,8,1,0,0,12,0
500000,32,1,4,4,0,0,31,0
5000000,50,47,3,6,1,0,15,1
2000000,43,40,15,4,1,0,16,1
750000,39,27,1,6,1,0,26,1
500000,79,44,9,2,1,1,42,1
2000000,53,21,12,4,0,1,65,1
100000,0,39,14,6,0,1,68,0
500000,33,48,0,6,1,1,69,1
500000,55,44,6,5,0,1,36,1
500000,71,5,12,4,0,0,45,0
1000000,25,33,11,4,0,1,47,0
2000000,48,38,0,6,0,0,63,0
300000,17,50,1,6,1,0,58,1
100000,15,12,0,5,0,0,4,0
200000,80,45,10,4,1,0,51,0
750000,26,20,10,6,0,0,48,1
300000,75,40,14,6,0,0,50,0
300000,44,46,18,3,1,1,67,1
100000,82,23,8,1,1,0,21,1
200000,65,13,14,4,0,0,31,0
750000,83,20,9,3,1,0,43,0
5000000,14,12,3,2,0,1,58,1
500000,38,46,20,4,0,1,41,1
300000,66,36,15,5,1,1,30,0
100000,40,34,18,6,0,1,28,0
500000,58,22,11,6,1,1,58,0
500000,2,31,6,4,0,0,67,1
500000,56,40,2,4,1,0,63,1
300000,33,50,18,5,0,1,33,0
2000000,45,24,16,1,1,1,37,1
5000000,29,0,20,5,0,1,71,1
2000000,14,15,10,5,0,0,47,1
200000,88,48,19,3,1,1,34,1
500000,27,45,6,2,0,1,10,1
5000000,32,11,16,4,0,1,52,0
750000,11,35,2,2,1,1,66,1
100000,31,14,9,2,1,1,34,0
200000,72,45,6,3,0,0,36,0
750000,6,40,3,2,1,0,9,1
1000000,62,31,18,6,0,1,63,1
1000000,74,13,15,4,1,1,23,0
300000,25,5,18,6,0,1,30,0
300000,2,14,5,6,1,1,49,1
300000,82,17,0,1,0,0,24,0
500000,67,25,5,5,1,0,63,0
200000,63,2,5,3,1,1,59,0
300000,50,20,9,1,1,0,26,0
1000000,32,21,18,1,1,1,53,1
1000000,31,30,1,5,1,1,48,1
1000000,52,22,16,6,1,1,37,1
200000,45,25,2,2,0,1,62,0
1000000,89,39,1,3,1,1,50,1
100000,29,45,5,1,0,1,46,1
100000,41,24,5,6,0,1,61,0
5000000,15,6,4,1,1,0,41,0
100000,42,42,0,5,1,0,15,0
200000,90,12,17,2,0,1,62,0
2000000,55,4,14,5,0,0,39,0
2000000,18,41,17,6,1,0,48,0
5000000,90,19,10,1,1,1,5,1
2000000,52,6,5,4,0,1,20,0
500000,60,8,10,3,1,0,29,1
1000000,23,8,14,6,0,0,26,0
200000,64,41,3,5,0,1,65,0
100000,59,14,12,1,1,0,3,1
200000,23,45,20,5,1,1,63,1
2000000,80,0,5,5,1,0,29,1
750000,84,28,12,4,1,1,18,0
2000000,64,21,7,4,1,1,4,1
100000,81,7,8,3,0,1,22,0
300000,24,0,4,2,0,0,37,0
1000000,32,28,4,1,0,1,14,1
2000000,68,35,6,5,0,0,50,1
5000000,54,33,4,6,1,1,40,1
200000,68,27,5,5,0,1,9,0
750000,77,41,1,1,1,0,5,0
200000,14,18,17,5,1,0,66,0
500000,11,14,11,5,1,0,7,1
750000,8,21,10,1,0,1,40,0
750000,13,5,15,5,0,0,24,1
200000,3,19,12,3,1,0,57,1
1000000,45,38,8,2,1,1,40,1
750000,71,4,14,3,0,0,44,0
750000,42,10,1,5,1,1,32,1
5000000,16,19,20,6,0,0,51,0
500000,38,44,9,6,1,1,66,1
200000,63,29,15,5,0,1,20,0
500000,9,41,9,1,1,0,7,1
2000000,23,13,6,3,1,0,72,1
5000000,19,23,10,4,1,1,25,1
200000,24,2,2,5,0,0,17,0
200000,84,36,13,4,1,0,9,0
200000,18,25,10,1,0,0,72,1
1000000,50,22,14,4,1,0,67,1
2000000,29,32,15,6,0,0,71,0
5000000,74,30,0,4,1,1,28,1
5000000,57,29,6,6,0,0,53,1
500000,6,25,14,2,1,1,8,1
500000,44,33,6,5,1,1,24,0
1000000,22,6,4,1,0,0,61,1
1000000,45,25,19,2,1,1,67,1
1000000,35,45,3,1,1,1,56,1
5000000,49,40,12,4,1,1,44,1
300000,9,23,15,1,0,1,44,1
5000000,48,17,17,6,1,0,51,1
5000000,90,32,15,2,0,1,67,1
300000,79,13,9,1,1,1,43,1
1000000,38,45,2,5,1,1,1,0
200000,8,40,5,5,0,0,55,1
2000000,57,19,18,4,0,0,62,0
750000,71,45,14,5,1,0,36,1
750000,63,34,14,1,1,1,63,1
2000000,88,46,7,6,0,1,71,1
100000,51,30,14,3,1,0,28,0
5000000,67,2,8,6,0,1,55,0
1000000,10,2,11,5,1,0,38,0
5000000,28,4,20,2,0,0,65,1
2000000,63,20,1,6,0,0,45,0
200000,44,40,13,6,0,0,36,0
200000,42,11,19,3,1,1,7,1
200000,69,23,15,1,1,0,47,1
1000000,35,35,4,4,1,0,38,1
300000,15,48,9,3,1,1,34,1
500000,61,29,11,5,1,0,36,0
2000000,38,7,20,2,1,0,28,1
750000,37,21,12,1,1,0,24,0
5000000,16,41,5,4,1,0,52,1
200000,17,5,4,4,0,1,16,0
750000,29,36,12,4,0,0,26,1
1000000,63,49,6,3,0,1,71,1
2000000,74,44,16,6,0,0,39,1
750000,45,12,20,2,0,0,14,1
500000,17,30,7,6,0,0,23,1
100000,44,43,10,2,0,0,68,0
100000,85,20,0,2,1,0,59,0
300000,58,41,11,1,1,0,61,0
500000,15,50,6,3,0,1,13,0
100000,74,43,7,6,1,0,23,1
2000000,10,37,5,5,1,1,71,1
500000,84,25,14,6,0,1,42,0
5000000,78,22,6,1,1,1,16,0
2000000,85,3,0,4,0,0,63,0
750000,83,36,6,1,0,0,4,1
750000,70,28,19,4,1,1,40,1
100000,30,8,14,1,0,1,42,0
750000,35,20,1,6,0,0,56,0
500000,71,42,2,3,1,0,34,1
300000,26,21,10,4,1,0,9,1
1000000,19,12,14,2,1,1,6,1
5000000,34,30,5,3,1,1,66,1
1000000,69,50,12,3,1,1,22,1
1000000,21,24,20,5,1,1,0,0
5000000,15,41,7,4,1,0,21,0
5000000,10,48,0,1,0,0,3,1
500000,16,26,18,4,0,0,11,1
300000,52,25,14,1,1,0,59,1
100000,65,6,19,5,1,0,39,0
500000,30,46,19,2,1,0,67,0
100000,87,16,0,1,1,1,33,0
500000,78,43,20,5,0,0,28,1
750000,48,20,8,2,1,0,26,0
5000000,83,21,16,6,0,1,37,0
5000000,78,37,11,4,0,0,43,0
100000,51,42,4,3,0,0,36,0
2000000,22,4,2,5,0,1,36,0
5000000,69,34,0,1,0,1,0,0
1000000,14,7,14,1,1,1,57,0
750000,43,32,15,6,0,0,16,0
100000,59,6,20,5,0,0,6,0
200000,23,31,18,2,1,0,51,1
100000,60,38,3,2,1,0,15,1
5000000,11,50,1,1,1,1,56,1
300000,83,10,14,5,1,0,38,0
500000,35,25,12,2,1,1,20,1
5000000,78,46,11,5,0,1,58,0
5000000,34,6,9,2,1,1,54,1
1000000,61,45,13,2,1,1,29,0
200000,65,42,13,3,1,0,2,1
200000,58,20,16,3,0,1,40,0
300000,21,43,18,2,0,0,3,1
750000,1,9,16,6,0,1,43,1
500000,58,7,16,1,0,0,38,0
500000,51,50,9,1,1,0,24,0
1000000,20,14,1,5,0,0,31,0
300000,31,1,17,6,0,1,29,0
2000000,86,49,11,5,0,1,42,0
300000,29,47,10,5,1,1,67,0
300000,51,44,9,3,0,0,48,0
2000000,69,0,11,6,0,0,43,0
5000000,85,7,5,6,1,1,26,1
200000,45,34,11,2,0,0,6,0
1000000,49,6,18,4,1,1,4,1
500000,60,18,1,1,0,1,18,0
500000,14,46,16,2,1,0,61,1
1000000,90,27,10,4,0,0,32,0
300000,46,25,20,4,1,1,24,1
2000000,19,11,13,1,0,1,21,0
500000,54,22,17,2,0,1,0,1
100000,87,13,10,1,0,1,66,0
500000,2,3,13,2,1,1,51,1
750000,25,2,2,5,1,0,19,1
2000000,9,45,3,3,1,1,21,0
5000000,51,40,11,2,1,1,13,1
100000,24,10,4,6,0,1,31,0
100000,45,32,20,4,1,0,22,1
100000,33,12,4,2,0,0,20,0
200000,10,16,8,1,1,1,20,1
1000000,12,33,18,1,0,1,72,0
1000000,61,29,11,2,1,1,2,1
200000,73,5,1,5,0,1,8,0
500000,18,48,5,4,0,1,7,1
