budget,urgency,views,saves,bedrooms,preapproved,open_house,agent_response_hours,buyer_readiness_score,engagement_score,speed_penalty,converted
200000,68,27,7,3,0,0,35,0,37.5,48.61111111111111,0
200000,69,26,13,4,0,1,69,0,65.5,95.83333333333334,0
300000,49,8,5,5,1,1,62,40,35.5,86.11111111111111,0
200000,1,48,7,4,0,0,69,30,58.5,95.83333333333334,0
2000000,8,11,8,5,1,1,44,100,43.0,61.111111111111114,1
200000,11,27,17,5,1,1,54,70,72.5,75.0,1
1000000,44,11,8,4,1,0,38,70,23.0,52.77777777777778,1
300000,27,22,16,3,1,0,4,70,46.0,5.555555555555555,1
100000,33,3,19,2,0,1,9,0,51.5,12.5,0
500000,17,3,9,2,0,0,4,60,16.5,5.555555555555555,0
750000,37,31,20,2,1,1,19,70,81.0,26.38888888888889,1
2000000,44,50,16,2,0,0,64,30,74.0,88.88888888888889,0
100000,29,9,2,1,1,0,17,70,12.0,23.61111111111111,0
200000,70,42,10,3,1,1,3,40,77.0,4.166666666666666,1
200000,47,32,19,4,1,0,70,40,60.5,97.22222222222221,1
2000000,84,16,2,3,0,0,42,30,19.0,58.333333333333336,0
5000000,9,3,1,2,0,0,34,60,4.5,47.22222222222222,0
200000,2,21,12,4,0,0,9,30,39.0,12.5,1
5000000,60,17,16,3,0,0,33,30,41.0,45.83333333333333,1
750000,34,41,18,2,0,1,18,30,88.0,25.0,0
2000000,81,29,14,6,0,1,51,30,70.0,70.83333333333334,1
2000000,83,18,20,5,0,1,72,30,68.0,100.0,1
2000000,1,3,18,6,0,0,21,60,30.0,29.166666666666668,1
5000000,37,0,15,6,1,0,9,70,22.5,12.5,0
500000,56,1,12,6,0,0,32,30,19.0,44.44444444444444,0
2000000,52,33,6,2,1,0,19,70,42.0,26.38888888888889,1
750000,57,41,8,2,1,0,44,70,53.0,61.111111111111114,1
750000,24,12,18,5,0,1,11,60,59.0,15.277777777777779,1
5000000,65,14,13,4,0,0,10,30,33.5,13.88888888888889,1
200000,19,2,20,6,1,1,23,70,52.0,31.944444444444443,1
2000000,85,26,1,6,0,1,2,30,47.5,2.7777777777777777,0
2000000,39,12,4,4,0,1,61,30,38.0,84.72222222222221,1
2000000,1,3,19,2,1,1,31,100,51.5,43.05555555555556,0
300000,58,4,14,3,1,1,40,40,45.0,55.55555555555556,0
5000000,22,38,16,3,0,0,44,60,62.0,61.111111111111114,0
100000,38,49,10,3,0,1,56,0,84.0,77.77777777777779,0
2000000,68,25,8,3,0,1,28,30,57.0,38.88888888888889,0
1000000,29,10,2,2,0,0,62,60,13.0,86.11111111111111,0
200000,63,10,8,5,0,0,20,0,22.0,27.77777777777778,0
1000000,1,39,7,3,0,1,61,60,69.5,84.72222222222221,1
5000000,10,4,19,1,1,0,0,100,32.5,0.0,0
750000,36,45,19,6,1,0,29,70,73.5,40.27777777777778,1
2000000,77,22,11,3,1,0,67,70,38.5,93.05555555555556,0
2000000,73,17,1,4,1,0,54,70,18.5,75.0,1
5000000,84,10,18,2,0,1,16,30,57.0,22.22222222222222,1
1000000,26,8,2,1,1,1,24,100,31.0,33.33333333333333,1
750000,29,2,7,5,0,1,40,60,32.5,55.55555555555556,0
1000000,84,38,15,2,1,0,29,70,60.5,40.27777777777778,1
1000000,69,21,5,3,0,1,24,30,48.5,33.33333333333333,1
2000000,55,17,2,2,0,1,0,30,40.0,0.0,0
200000,35,15,4,5,0,1,11,0,41.0,15.277777777777779,0
750000,5,29,10,5,1,1,8,100,64.0,11.11111111111111,1
2000000,2,38,14,3,1,0,52,100,59.0,72.22222222222221,1
300000,55,2,14,4,1,0,6,40,23.0,8.333333333333332,0
750000,40,0,14,6,0,0,66,30,21.0,91.66666666666666,0
1000000,30,3,6,3,1,0,17,100,12.0,23.61111111111111,1
500000,12,43,8,5,1,1,26,100,75.0,36.11111111111111,0
2000000,77,39,6,4,1,1,50,70,68.0,69.44444444444444,1
300000,75,11,12,3,0,0,6,0,29.0,8.333333333333332,0
2000000,29,23,2,3,1,1,32,100,46.0,44.44444444444444,1
300000,16,45,11,2,1,0,61,70,61.5,84.72222222222221,0
300000,71,20,9,2,0,0,63,0,33.5,87.5,0
100000,31,0,2,5,1,1,39,40,23.0,54.166666666666664,0
500000,30,45,5,3,1,1,55,100,72.5,76.38888888888889,0
5000000,76,17,0,5,0,0,25,30,17.0,34.72222222222222,0
100000,17,8,9,6,1,1,57,70,41.5,79.16666666666666,0
100000,12,16,17,6,1,1,10,70,61.5,13.88888888888889,1
300000,40,21,5,5,1,0,60,40,28.5,83.33333333333334,1
200000,63,32,17,2,0,0,1,0,57.5,1.3888888888888888,0
5000000,75,38,8,4,1,0,60,70,50.0,83.33333333333334,1
1000000,47,1,5,3,1,1,72,70,28.5,100.0,1
1000000,54,47,17,5,0,1,63,30,92.5,87.5,1
500000,14,42,2,5,0,1,36,60,65.0,50.0,1
300000,43,10,9,2,0,1,71,0,43.5,98.61111111111111,0
300000,40,40,6,2,0,0,32,0,49.0,44.44444444444444,0
2000000,0,13,4,5,1,0,17,100,19.0,23.61111111111111,1
750000,40,27,0,4,0,1,43,30,47.0,59.72222222222222,0
1000000,22,34,11,5,1,0,58,100,50.5,80.55555555555556,1
100000,34,5,6,4,0,1,29,0,34.0,40.27777777777778,0
750000,32,49,20,1,1,1,1,70,99.0,1.3888888888888888,1
750000,28,0,6,2,1,0,31,100,9.0,43.05555555555556,1
500000,32,31,17,1,1,0,62,70,56.5,86.11111111111111,1
750000,30,44,7,6,0,1,59,60,74.5,81.94444444444444,1
750000,41,0,15,2,1,1,4,70,42.5,5.555555555555555,1
200000,53,36,20,1,0,0,8,0,66.0,11.11111111111111,0
750000,82,12,4,2,1,1,31,70,38.0,43.05555555555556,1
100000,83,36,20,3,1,0,1,40,66.0,1.3888888888888888,1
100000,34,49,13,3,0,0,65,0,68.5,90.27777777777779,0
750000,4,48,16,6,1,0,59,100,72.0,81.94444444444444,1
5000000,44,46,1,4,1,0,15,70,47.5,20.833333333333336,1
1000000,54,29,11,4,1,1,41,70,65.5,56.94444444444444,1
300000,24,37,16,6,0,0,18,30,61.0,25.0,1
5000000,49,2,18,6,0,1,54,30,49.0,75.0,0
2000000,53,23,3,6,1,1,48,70,47.5,66.66666666666666,0
5000000,18,3,10,2,1,1,44,100,38.0,61.111111111111114,0
2000000,40,48,14,3,1,1,37,70,89.0,51.388888888888886,1
100000,30,41,3,6,1,0,17,70,45.5,23.61111111111111,1
200000,16,34,6,1,0,0,69,30,43.0,95.83333333333334,0
500000,58,49,4,5,1,0,57,70,55.0,79.16666666666666,0
1000000,27,10,6,2,0,0,26,60,19.0,36.11111111111111,0
300000,55,6,13,5,0,0,43,0,25.5,59.72222222222222,0
1000000,83,11,0,3,0,1,43,30,31.0,59.72222222222222,0
5000000,22,4,1,5,1,1,49,100,25.5,68.05555555555556,1
2000000,61,40,7,3,0,0,40,30,50.5,55.55555555555556,1
300000,20,39,5,4,1,0,13,70,46.5,18.055555555555554,1
5000000,78,44,11,5,0,1,7,30,80.5,9.722222222222223,1
300000,57,32,0,1,1,0,16,40,32.0,22.22222222222222,0
200000,56,4,6,1,1,1,62,40,33.0,86.11111111111111,0
1000000,63,37,17,1,1,0,24,70,62.5,33.33333333333333,1
2000000,63,13,13,5,0,0,2,30,32.5,2.7777777777777777,0
1000000,29,41,20,2,0,1,48,60,91.0,66.66666666666666,1
300000,62,29,5,5,1,1,1,40,56.5,1.3888888888888888,0
200000,42,6,7,6,0,0,53,0,16.5,73.61111111111111,0
200000,23,45,9,3,0,0,19,30,58.5,26.38888888888889,0
200000,23,40,2,1,0,1,5,30,63.0,6.944444444444445,0
1000000,12,4,2,5,1,1,13,100,27.0,18.055555555555554,1
5000000,9,26,19,1,0,0,4,60,54.5,5.555555555555555,0
300000,88,41,7,3,0,1,61,0,71.5,84.72222222222221,0
300000,29,10,20,6,1,0,49,70,40.0,68.05555555555556,1
1000000,21,46,12,5,1,1,50,100,84.0,69.44444444444444,1
750000,54,16,17,4,1,0,50,70,41.5,69.44444444444444,1
500000,72,41,17,1,0,1,60,30,86.5,83.33333333333334,1
200000,70,12,20,3,1,0,18,40,42.0,25.0,0
1000000,65,42,14,6,0,1,54,30,83.0,75.0,1
1000000,60,49,5,5,0,1,48,30,76.5,66.66666666666666,1
2000000,34,40,9,4,1,0,8,70,53.5,11.11111111111111,0
200000,73,35,12,4,0,1,40,0,73.0,55.55555555555556,0
100000,45,0,19,4,1,1,44,40,48.5,61.111111111111114,0
300000,87,37,20,2,0,1,57,0,87.0,79.16666666666666,0
2000000,44,35,4,5,0,1,64,30,61.0,88.88888888888889,0
100000,18,22,13,4,0,0,53,30,41.5,73.61111111111111,0
2000000,53,35,8,5,1,0,56,70,47.0,77.77777777777779,1
750000,74,37,13,3,0,1,67,30,76.5,93.05555555555556,0
2000000,62,39,5,2,1,1,33,70,66.5,45.83333333333333,1
200000,56,30,13,2,0,1,69,0,69.5,95.83333333333334,0
500000,2,14,10,3,0,1,68,60,49.0,94.44444444444444,0
2000000,86,35,6,5,0,0,19,30,44.0,26.38888888888889,1
1000000,63,24,6,6,1,1,12,70,53.0,16.666666666666664,1
500000,48,7,13,4,1,1,24,70,46.5,33.33333333333333,0
750000,90,2,13,3,1,0,48,70,21.5,66.66666666666666,0
100000,0,21,18,1,0,1,49,30,68.0,68.05555555555556,1
100000,65,24,9,3,1,1,17,40,57.5,23.61111111111111,1
750000,88,25,20,2,1,0,32,70,55.0,44.44444444444444,0
100000,40,35,8,2,1,0,14,40,47.0,19.444444444444446,0
2000000,39,11,8,5,1,1,35,70,43.0,48.61111111111111,1
750000,79,4,1,2,1,1,1,70,25.5,1.3888888888888888,0
300000,33,21,15,5,1,1,24,40,63.5,33.33333333333333,0
200000,84,9,14,1,0,1,14,0,50.0,19.444444444444446,0
100000,3,11,6,1,0,1,67,30,40.0,93.05555555555556,1
2000000,25,35,15,5,1,0,16,100,57.5,22.22222222222222,0
100000,89,14,9,5,0,1,47,0,47.5,65.27777777777779,0
300000,69,9,13,1,1,0,60,40,28.5,83.33333333333334,0
1000000,52,48,13,3,0,0,67,30,67.5,93.05555555555556,0
5000000,28,28,15,5,0,0,36,60,50.5,50.0,1
5000000,15,31,10,5,0,0,66,60,46.0,91.66666666666666,1
2000000,16,19,10,1,1,0,63,100,34.0,87.5,1
300000,33,47,19,1,1,1,12,40,95.5,16.666666666666664,0
1000000,22,45,9,5,0,1,22,60,78.5,30.555555555555557,0
300000,56,36,1,1,0,1,27,0,57.5,37.5,0
300000,47,42,15,3,1,0,15,40,64.5,20.833333333333336,1
1000000,68,43,2,6,1,0,50,70,46.0,69.44444444444444,0
500000,46,21,15,2,0,1,60,30,63.5,83.33333333333334,1
200000,29,7,19,3,0,1,20,30,55.5,27.77777777777778,0
500000,60,38,15,6,1,1,65,70,80.5,90.27777777777779,0
300000,81,38,17,3,1,1,7,40,83.5,9.722222222222223,1
1000000,70,32,19,4,0,1,7,30,80.5,9.722222222222223,0
1000000,45,3,17,5,1,0,0,70,28.5,0.0,1
1000000,33,5,3,3,1,1,2,70,29.5,2.7777777777777777,1
300000,29,7,16,5,1,1,67,70,51.0,93.05555555555556,0
2000000,22,41,1,5,0,0,6,60,42.5,8.333333333333332,1
2000000,10,20,5,1,0,0,57,60,27.5,79.16666666666666,0
200000,82,33,5,6,1,0,44,40,40.5,61.111111111111114,0
1000000,42,30,19,3,0,1,21,30,78.5,29.166666666666668,1
500000,59,15,4,4,1,1,13,70,41.0,18.055555555555554,1
1000000,45,29,1,6,1,1,15,70,50.5,20.833333333333336,0
750000,22,7,6,5,1,1,6,100,36.0,8.333333333333332,1
300000,64,12,13,4,1,1,16,40,51.5,22.22222222222222,0
300000,34,23,5,5,1,0,59,40,30.5,81.94444444444444,0
2000000,79,48,9,4,1,1,53,70,81.5,73.61111111111111,1
100000,25,23,11,3,0,0,2,30,39.5,2.7777777777777777,1
1000000,39,19,20,3,0,0,65,30,49.0,90.27777777777779,1
2000000,76,22,14,5,0,1,67,30,63.0,93.05555555555556,0
300000,30,38,6,2,1,1,59,70,67.0,81.94444444444444,1
750000,16,40,12,2,1,1,48,100,78.0,66.66666666666666,0
300000,86,12,12,1,0,0,1,0,30.0,1.3888888888888888,0
750000,72,44,17,4,0,0,32,30,69.5,44.44444444444444,1
5000000,78,18,8,3,0,1,18,30,50.0,25.0,1
200000,30,10,7,2,0,1,48,30,40.5,66.66666666666666,1
5000000,57,13,12,2,0,1,65,30,51.0,90.27777777777779,1
500000,14,15,1,3,0,1,56,60,36.5,77.77777777777779,1
5000000,3,34,6,6,0,0,63,60,43.0,87.5,0
2000000,32,20,12,2,0,0,69,30,38.0,95.83333333333334,1
750000,72,6,0,1,1,1,9,70,26.0,12.5,0
2000000,54,28,18,5,1,0,34,70,55.0,47.22222222222222,0
1000000,17,32,12,2,0,0,5,60,50.0,6.944444444444445,1
5000000,65,8,3,3,0,1,39,30,32.5,54.166666666666664,0
1000000,2,11,19,2,0,1,23,60,59.5,31.944444444444443,1
2000000,22,12,19,6,1,1,49,100,60.5,68.05555555555556,1
300000,62,24,10,3,0,0,69,0,39.0,95.83333333333334,0
1000000,53,21,15,6,1,1,8,70,63.5,11.11111111111111,1
300000,58,9,19,2,1,1,23,40,57.5,31.944444444444443,0
1000000,44,33,14,6,0,1,54,30,74.0,75.0,0
750000,64,48,14,2,0,1,32,30,89.0,44.44444444444444,0
2000000,35,5,14,3,0,1,37,30,46.0,51.388888888888886,0
500000,37,29,12,5,1,0,68,70,47.0,94.44444444444444,1
100000,22,41,14,5,1,0,65,70,62.0,90.27777777777779,0
500000,44,22,6,3,1,0,37,70,31.0,51.388888888888886,1
300000,0,41,8,2,1,0,9,70,53.0,12.5,1
1000000,6,18,19,4,0,0,25,60,46.5,34.72222222222222,0
2000000,84,38,14,2,0,1,59,30,79.0,81.94444444444444,1
200000,62,3,14,5,0,0,4,0,24.0,5.555555555555555,0
750000,25,24,1,4,1,1,11,100,45.5,15.277777777777779,1
2000000,56,0,15,5,1,0,21,70,22.5,29.166666666666668,1
100000,37,5,6,3,0,1,19,0,34.0,26.38888888888889,0
2000000,13,33,16,1,1,1,70,100,77.0,97.22222222222221,1
2000000,67,24,13,3,1,1,27,70,63.5,37.5,0
5000000,22,45,5,1,1,0,26,100,52.5,36.11111111111111,1
300000,7,11,9,1,0,1,41,30,44.5,56.94444444444444,1
100000,54,8,20,4,1,0,16,40,38.0,22.22222222222222,0
5000000,2,7,3,5,1,1,30,100,31.5,41.66666666666667,0
750000,62,24,20,5,1,1,59,70,74.0,81.94444444444444,1
1000000,38,18,12,6,1,1,50,70,56.0,69.44444444444444,0
750000,23,23,0,1,1,1,47,100,43.0,65.27777777777779,1
5000000,43,25,10,1,0,1,16,30,60.0,22.22222222222222,1
200000,62,21,6,6,0,0,62,0,30.0,86.11111111111111,0
500000,87,10,16,4,1,1,59,70,54.0,81.94444444444444,1
750000,17,22,9,1,1,1,21,100,55.5,29.166666666666668,0
200000,80,17,9,4,0,1,31,0,50.5,43.05555555555556,0
5000000,31,28,10,3,0,1,56,30,63.0,77.77777777777779,0
500000,77,49,13,5,1,1,47,70,88.5,65.27777777777779,1
100000,11,27,7,2,1,1,71,70,57.5,98.61111111111111,1
100000,9,43,13,3,1,0,5,70,62.5,6.944444444444445,1
300000,16,22,12,3,0,1,69,30,60.0,95.83333333333334,1
500000,83,30,2,2,1,1,67,70,53.0,93.05555555555556,1
1000000,65,21,18,5,0,1,60,30,68.0,83.33333333333334,1
5000000,83,5,13,5,0,1,72,30,44.5,100.0,0
100000,84,32,8,5,1,0,3,40,44.0,4.166666666666666,0
1000000,44,19,12,1,1,1,68,70,57.0,94.44444444444444,0
5000000,36,42,14,4,1,0,25,70,63.0,34.72222222222222,1
300000,68,44,0,1,0,1,65,0,64.0,90.27777777777779,0
5000000,37,44,10,4,0,1,53,30,79.0,73.61111111111111,1
100000,36,29,2,1,1,1,67,40,52.0,93.05555555555556,0
2000000,5,13,14,2,0,1,2,60,54.0,2.7777777777777777,1
200000,60,28,17,5,1,0,58,40,53.5,80.55555555555556,1
5000000,60,6,2,4,1,1,26,70,29.0,36.11111111111111,0
100000,32,12,9,3,0,0,47,0,25.5,65.27777777777779,0
5000000,41,9,9,6,1,1,11,70,42.5,15.277777777777779,1
500000,82,46,18,5,0,1,41,30,93.0,56.94444444444444,0
300000,13,47,4,1,1,0,66,70,53.0,91.66666666666666,1
500000,34,40,12,6,1,0,22,70,58.0,30.555555555555557,1
300000,48,9,1,2,1,0,10,40,10.5,13.88888888888889,0
1000000,88,30,7,6,1,0,26,70,40.5,36.11111111111111,1
750000,50,6,4,2,1,0,43,70,12.0,59.72222222222222,1
200000,76,39,2,4,1,1,30,40,62.0,41.66666666666667,0
2000000,81,25,18,3,0,1,2,30,72.0,2.7777777777777777,1
5000000,2,30,5,2,0,1,27,60,57.5,37.5,1
750000,85,31,2,4,0,1,40,30,54.0,55.55555555555556,0
1000000,69,43,10,2,1,1,57,70,78.0,79.16666666666666,1
500000,55,48,13,2,1,1,31,70,87.5,43.05555555555556,0
100000,82,48,10,2,1,1,39,40,83.0,54.166666666666664,0
300000,26,23,14,3,0,0,65,30,44.0,90.27777777777779,1
200000,14,19,7,5,1,1,57,70,49.5,79.16666666666666,0
200000,46,46,12,5,1,0,30,40,64.0,41.66666666666667,0
750000,28,27,19,3,0,0,57,60,55.5,79.16666666666666,0
300000,86,16,8,3,1,0,3,40,28.0,4.166666666666666,0
750000,32,1,9,6,0,0,39,30,14.5,54.166666666666664,0
300000,53,6,12,3,0,0,69,0,24.0,95.83333333333334,0
1000000,62,18,11,3,1,0,50,70,34.5,69.44444444444444,0
5000000,83,34,2,5,1,0,2,70,37.0,2.7777777777777777,1
100000,51,6,19,3,0,1,20,0,54.5,27.77777777777778,0
5000000,49,2,10,2,0,0,18,30,17.0,25.0,0
300000,50,41,7,2,0,1,25,0,71.5,34.72222222222222,0
2000000,52,10,18,6,1,1,6,70,57.0,8.333333333333332,1
5000000,84,11,7,2,1,1,16,70,41.5,22.22222222222222,0
5000000,67,8,14,2,0,0,10,30,29.0,13.88888888888889,0
2000000,46,46,13,5,1,0,51,70,65.5,70.83333333333334,1
2000000,28,12,5,5,1,1,65,100,39.5,90.27777777777779,1
200000,68,31,5,6,1,1,26,40,58.5,36.11111111111111,0
100000,82,49,6,4,1,0,55,40,58.0,76.38888888888889,0
500000,37,2,13,6,1,1,32,70,41.5,44.44444444444444,0
100000,22,30,16,6,1,1,72,70,74.0,100.0,1
1000000,72,28,10,5,1,0,3,70,43.0,4.166666666666666,1
2000000,8,11,11,4,0,0,69,60,27.5,95.83333333333334,0
1000000,70,14,2,5,1,0,13,70,17.0,18.055555555555554,1
200000,64,22,0,4,1,0,65,40,22.0,90.27777777777779,0
2000000,70,8,19,4,1,0,20,70,36.5,27.77777777777778,1
100000,68,16,8,4,1,0,18,40,28.0,25.0,1
300000,31,40,16,6,0,0,70,0,64.0,97.22222222222221,0
2000000,19,11,12,4,0,1,30,60,49.0,41.66666666666667,0
300000,71,9,20,4,1,0,56,40,39.0,77.77777777777779,0
5000000,60,39,3,3,0,0,66,30,43.5,91.66666666666666,0
300000,51,12,19,3,1,1,15,40,60.5,20.833333333333336,0
1000000,21,5,8,4,0,0,42,60,17.0,58.333333333333336,1
1000000,75,50,5,1,1,0,23,70,57.5,31.944444444444443,0
5000000,32,20,7,2,0,0,35,30,30.5,48.61111111111111,0
100000,30,1,7,2,1,0,17,70,11.5,23.61111111111111,1
2000000,68,23,3,2,0,0,18,30,27.5,25.0,0
1000000,7,11,7,1,0,0,24,60,21.5,33.33333333333333,1
300000,31,12,6,3,0,1,69,0,41.0,95.83333333333334,0
5000000,90,44,16,6,0,0,47,30,68.0,65.27777777777779,1
5000000,52,30,5,5,1,0,50,70,37.5,69.44444444444444,0
200000,73,18,0,1,1,1,12,40,38.0,16.666666666666664,0
1000000,48,7,16,1,0,1,53,30,51.0,73.61111111111111,0
1000000,31,20,5,4,0,1,8,30,47.5,11.11111111111111,0
750000,61,10,1,6,0,1,67,30,31.5,93.05555555555556,0
300000,17,4,20,2,0,1,2,30,54.0,2.7777777777777777,0
750000,55,5,18,1,1,0,1,70,32.0,1.3888888888888888,1
5000000,68,33,8,5,1,1,50,70,65.0,69.44444444444444,1
500000,31,4,5,5,1,1,15,70,31.5,20.833333333333336,0
300000,76,18,19,6,1,1,46,40,66.5,63.888888888888886,0
500000,12,2,5,2,0,1,10,60,29.5,13.88888888888889,1
2000000,50,2,20,1,0,0,0,30,32.0,0.0,0
100000,26,0,0,1,0,0,40,30,0.0,55.55555555555556,0
300000,5,15,13,1,0,0,6,30,34.5,8.333333333333332,1
2000000,2,20,8,2,0,1,18,60,52.0,25.0,1
500000,82,46,19,3,1,1,61,70,94.5,84.72222222222221,0
300000,53,24,20,4,0,1,23,0,74.0,31.944444444444443,0
5000000,19,30,15,1,0,1,23,60,72.5,31.944444444444443,1
750000,80,45,2,2,0,1,34,30,68.0,47.22222222222222,0
300000,29,20,7,2,1,1,18,70,50.5,25.0,0
5000000,83,8,0,4,1,0,7,70,8.0,9.722222222222223,0
2000000,15,7,15,4,1,0,8,100,29.5,11.11111111111111,0
200000,61,47,3,4,0,0,46,0,51.5,63.888888888888886,0
100000,5,0,18,2,1,1,31,70,47.0,43.05555555555556,1
750000,57,42,8,6,1,1,63,70,74.0,87.5,1
750000,90,7,20,6,0,1,30,30,57.0,41.66666666666667,0
750000,82,35,11,5,0,1,17,30,71.5,23.61111111111111,1
5000000,82,3,18,3,0,0,33,30,30.0,45.83333333333333,0
500000,66,34,20,6,1,1,35,70,84.0,48.61111111111111,1
750000,83,14,4,3,0,0,19,30,20.0,26.38888888888889,1
750000,83,22,10,5,1,1,39,70,57.0,54.166666666666664,1
300000,53,26,1,4,0,1,58,0,47.5,80.55555555555556,0
750000,90,17,15,1,0,0,46,30,39.5,63.888888888888886,1
2000000,86,50,18,4,0,0,18,30,77.0,25.0,0
200000,67,5,0,4,1,1,17,40,25.0,23.61111111111111,0
100000,56,6,5,3,0,0,17,0,13.5,23.61111111111111,0
500000,82,39,3,1,0,1,9,30,63.5,12.5,0
750000,72,49,16,1,1,0,28,70,73.0,38.88888888888889,0
300000,80,21,5,6,1,1,27,40,48.5,37.5,1
200000,20,44,6,6,0,0,25,30,53.0,34.72222222222222,1
5000000,46,20,14,5,0,0,63,30,41.0,87.5,1
1000000,10,20,3,1,0,0,49,60,24.5,68.05555555555556,0
500000,17,17,5,4,0,1,16,60,44.5,22.22222222222222,1
500000,50,33,12,2,1,1,23,70,71.0,31.944444444444443,1
100000,16,40,15,1,0,1,66,30,82.5,91.66666666666666,1
200000,90,8,1,5,0,1,46,0,29.5,63.888888888888886,0
200000,1,33,2,2,1,1,10,70,56.0,13.88888888888889,1
500000,1,41,11,6,1,0,26,100,57.5,36.11111111111111,1
300000,4,29,10,6,1,0,12,70,44.0,16.666666666666664,1
750000,68,36,1,5,1,1,11,70,57.5,15.277777777777779,0
500000,53,1,6,5,1,0,10,70,10.0,13.88888888888889,0
5000000,21,1,17,5,1,1,13,100,46.5,18.055555555555554,1
750000,56,22,11,3,0,0,71,30,38.5,98.61111111111111,1
100000,33,1,19,3,0,0,47,0,29.5,65.27777777777779,0
100000,9,41,18,3,0,0,63,30,68.0,87.5,0
300000,1,20,0,4,0,0,22,30,20.0,30.555555555555557,0
750000,71,43,6,3,0,0,27,30,52.0,37.5,1
750000,23,34,0,4,1,1,37,100,54.0,51.388888888888886,0
1000000,5,19,4,3,1,1,11,100,45.0,15.277777777777779,0
500000,63,7,1,3,0,1,22,30,28.5,30.555555555555557,0
200000,66,26,0,6,0,0,52,0,26.0,72.22222222222221,0
1000000,90,37,1,1,0,0,29,30,38.5,40.27777777777778,0
300000,65,8,10,3,0,0,58,0,23.0,80.55555555555556,0
2000000,71,10,14,4,0,1,1,30,51.0,1.3888888888888888,1
300000,77,19,17,2,0,0,55,0,44.5,76.38888888888889,0
1000000,63,5,17,4,1,0,17,70,30.5,23.61111111111111,1
100000,17,23,4,1,1,0,29,70,29.0,40.27777777777778,1
1000000,63,33,12,6,0,1,24,30,71.0,33.33333333333333,1
1000000,35,32,16,2,1,1,36,70,76.0,50.0,1
2000000,41,22,20,1,1,1,57,70,72.0,79.16666666666666,1
100000,87,42,11,5,1,1,9,40,78.5,12.5,0
2000000,44,2,4,6,1,1,56,70,28.0,77.77777777777779,0
5000000,6,44,10,4,0,0,8,60,59.0,11.11111111111111,1
500000,37,27,12,1,1,1,64,70,65.0,88.88888888888889,1
5000000,15,47,4,4,0,1,3,60,73.0,4.166666666666666,0
2000000,24,24,7,6,0,1,69,60,54.5,95.83333333333334,1
100000,6,32,19,6,1,1,0,70,80.5,0.0,1
100000,85,9,20,6,0,1,13,0,59.0,18.055555555555554,0
2000000,69,42,3,2,1,0,50,70,46.5,69.44444444444444,1
300000,64,15,6,6,1,0,50,40,24.0,69.44444444444444,0
5000000,71,48,7,1,0,0,33,30,58.5,45.83333333333333,1
300000,6,48,0,1,0,0,4,30,48.0,5.555555555555555,0
300000,43,35,2,3,1,1,22,40,58.0,30.555555555555557,0
500000,82,27,8,5,0,0,45,30,39.0,62.5,1
200000,78,10,2,5,1,0,52,40,13.0,72.22222222222221,0
300000,41,47,2,1,0,0,35,0,50.0,48.61111111111111,0
300000,19,13,5,1,0,0,15,30,20.5,20.833333333333336,1
2000000,47,42,15,4,0,1,66,30,84.5,91.66666666666666,0
100000,61,4,8,1,0,1,14,0,36.0,19.444444444444446,0
100000,56,44,2,5,0,1,39,0,67.0,54.166666666666664,0
2000000,63,37,1,1,0,1,8,30,58.5,11.11111111111111,0
200000,73,35,6,6,0,1,50,0,64.0,69.44444444444444,0
200000,26,28,19,6,1,1,26,70,76.5,36.11111111111111,0
200000,7,26,6,5,1,0,18,70,35.0,25.0,1
200000,0,3,4,3,1,0,50,70,9.0,69.44444444444444,1
1000000,46,23,5,3,1,0,22,70,30.5,30.555555555555557,1
2000000,87,12,7,4,0,1,28,30,42.5,38.88888888888889,1
500000,65,23,19,3,0,1,56,30,71.5,77.77777777777779,0
200000,63,0,16,3,1,0,72,40,24.0,100.0,0
2000000,90,38,19,2,1,1,15,70,86.5,20.833333333333336,1
1000000,53,31,17,6,0,0,44,30,56.5,61.111111111111114,1
500000,38,18,8,4,0,1,26,30,50.0,36.11111111111111,1
750000,12,20,19,5,1,1,27,100,68.5,37.5,1
750000,12,7,2,3,0,1,58,60,30.0,80.55555555555556,0
200000,28,24,4,3,1,1,1,70,50.0,1.3888888888888888,0
1000000,5,12,8,6,1,0,48,100,24.0,66.66666666666666,1
100000,31,39,2,3,1,1,63,40,62.0,87.5,0
100000,67,26,2,2,1,1,72,40,49.0,100.0,0
1000000,20,21,15,4,0,1,43,60,63.5,59.72222222222222,1
1000000,17,1,5,6,0,0,57,60,8.5,79.16666666666666,1
2000000,37,23,12,4,0,0,9,30,41.0,12.5,1
750000,45,3,2,4,1,0,13,70,6.0,18.055555555555554,0
1000000,17,0,4,2,0,0,2,60,6.0,2.7777777777777777,1
200000,38,1,3,1,1,1,25,40,25.5,34.72222222222222,0
100000,46,36,7,1,0,1,7,0,66.5,9.722222222222223,0
5000000,66,16,4,5,1,1,66,70,42.0,91.66666666666666,1
750000,16,48,4,6,0,1,38,60,74.0,52.77777777777778,1
200000,85,5,20,4,0,1,56,0,55.0,77.77777777777779,0
2000000,48,39,19,3,1,1,4,70,87.5,5.555555555555555,0
2000000,58,15,1,3,1,1,47,70,36.5,65.27777777777779,1
100000,83,9,6,4,0,1,52,0,38.0,72.22222222222221,0
750000,17,34,17,5,1,0,59,100,59.5,81.94444444444444,1
